priority,id,title,category,words,review_reasons,review_status
2,reference:opioid-overdose-reversal,Opioid overdose reversal,reference,312,Source locator review: openrn_ed: search URL (needs a specific supporting source) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:visual-acuity-testing,Visual acuity testing,reference,312,Source locator review: openrn_ha_round7_proc: search URL (needs a specific supporting source) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:postpartum-hemorrhage-reference,Postpartum hemorrhage (PPH),reference,313,Source locator review: openrn_maternity: search URL (needs a specific supporting source) | 8 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:rights-of-medication,Rights of medication administration,reference,313,Source locator review: ahrq_ref_2: site root (needs claim-level source review) | 10 blocks without attached citation IDs,Not adjudicated
2,reference:pediatric-fluid-dose,Pediatric weight-based reference values,reference,315,Source locator review: openrn_ha_round13_proc: search URL (needs a specific supporting source) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:insulin-types,"Insulin types — onset, peak, duration",reference,318,Source locator review: openrn_ref_2: search URL (needs a specific supporting source) | 12 blocks without attached citation IDs,Not adjudicated
2,reference:nihss,NIH Stroke Scale (NIHSS),reference,318,Source locator review: openrn_ed: search URL (needs a specific supporting source) | 18 blocks without attached citation IDs,Not adjudicated
2,reference:lab-panels,Common lab panels — components,reference,321,Source locator review: openrn_ref_2: search URL (needs a specific supporting source) | 42 blocks without attached citation IDs,Not adjudicated
2,reference:pediatric-vaccine-schedule,Pediatric vaccine schedule (CDC ACIP),reference,322,23 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:ciwa-ar-reference,CIWA-Ar (Clinical Institute Withdrawal Assessment for Alcohol — revised),reference,323,Source locator review: openrn_scales: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:neonatal-sepsis,Neonatal sepsis,reference,328,Source locator review: openrn_maternity_nicu: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:sliding-scale-insulin,Sliding scale insulin (correctional dosing),reference,329,Source locator review: openrn_skills_round4: search URL (needs a specific supporting source) | 11 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:ncsbn-cjmm,NCSBN Clinical Judgment Measurement Model (CJMM),reference,335,Source locator review: openrn_ha_round10_proc: search URL (needs a specific supporting source) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:abg-algorithm,ABG interpretation — step-by-step algorithm,reference,337,Source locator review: openrn_ref_2: search URL (needs a specific supporting source) | 15 blocks without attached citation IDs,Not adjudicated
2,reference:icp-cpp-reference,ICP / CPP / cerebral physiology reference,reference,337,Source locator review: openrn_ha_round13_proc: search URL (needs a specific supporting source) | 23 blocks without attached citation IDs,Not adjudicated
2,reference:do-not-crush,Do not crush — oral medications,reference,342,14 blocks without attached citation IDs,Not adjudicated
2,reference:heart-failure-teaching,Heart failure discharge teaching,reference,348,Source locator review: openrn_teaching: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs,Not adjudicated
2,reference:bronchiolitis-rsv,Bronchiolitis (RSV),reference,350,Source locator review: openrn_peds: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs,Not adjudicated
2,reference:esi-triage,ESI Triage — Levels 1–5,reference,350,5 blocks without attached citation IDs,Not adjudicated
2,reference:pals-summary,Pediatric Advanced Life Support (PALS) summary,reference,353,Source locator review: openrn_ha_round9_proc: search URL (needs a specific supporting source) | 18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:centor-mcisaac,Centor + McIsaac criteria for GAS pharyngitis,reference,355,12 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:lab-tube-colors,Lab tube colors and order of draw,reference,357,Source locator review: openrn_skills_round3: search URL (needs a specific supporting source) | 22 blocks without attached citation IDs,Not adjudicated
2,reference:maternal-early-warning,Maternal early warning systems (MEOWS / MEWS),reference,357,9 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:chd-overview,Congenital heart disease — cyanotic vs acyanotic overview,reference,359,Source locator review: openrn_ha_round9_proc: search URL (needs a specific supporting source) | 15 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:chemo-extravasation,Chemotherapy extravasation management,reference,359,12 blocks without attached citation IDs,Not adjudicated
2,reference:pediatric-immunization-schedule,Pediatric immunization schedule (CDC ACIP 2026),reference,359,12 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:magnesium-ob-protocols,Magnesium sulfate — OB protocols,reference,361,Source locator review: openrn_ob_drugs: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:mental-status-exam,Mental status exam (MSE),reference,361,Source locator review: openrn_mh_round5_proc: search URL (needs a specific supporting source) | 32 blocks without attached citation IDs,Not adjudicated
2,reference:prone-positioning,Prone positioning in ARDS,reference,362,Source locator review: openrn_icu: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs,Not adjudicated
2,reference:sinusitis-criteria,Sinusitis viral vs bacterial criteria + management,reference,362,3 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:acls-algorithms,ACLS algorithms — summary,reference,366,Source locator review: aha_ref: site root (needs claim-level source review); openrn_ref_2: search URL (needs a specific supporting source) | 10 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:ckd-staging-management,CKD staging + KDIGO management,reference,367,9 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:beers-criteria,AGS Beers Criteria — potentially inappropriate medications in older adults,reference,368,Source locator review: openrn_ha_round7_proc: search URL (needs a specific supporting source) | 24 blocks without attached citation IDs,Not adjudicated
2,reference:ltbi-testing,Latent TB infection (LTBI) testing reference,reference,369,Source locator review: openrn_ha_round10_proc: search URL (needs a specific supporting source) | 22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:peds-weight-based-dosing,Pediatric weight-based dosing,reference,370,Source locator review: openrn_peds: search URL (needs a specific supporting source) | 6 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:peds-resuscitation,Pediatric resuscitation,reference,376,Source locator review: openrn_peds: search URL (needs a specific supporting source) | 11 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cancer-screening-summary,Adult cancer screening summary (USPSTF / ACS),reference,377,Source locator review: openrn_ha_round12_proc: search URL (needs a specific supporting source) | 22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:high-alert-medications,High-alert medications (ISMP),reference,377,21 blocks without attached citation IDs,Not adjudicated
2,reference:ismp-high-alert,ISMP high-alert medications,reference,379,Source locator review: openrn_skills_round5: search URL (needs a specific supporting source) | 24 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:shock-classification,Shock classification + initial resuscitation,reference,379,8 blocks without attached citation IDs,Not adjudicated
2,reference:adult-vaccine-schedule,Adult vaccine schedule (CDC ACIP),reference,385,14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:contraception-methods,Contraception methods reference,reference,385,Source locator review: openrn_ha_round8_proc: search URL (needs a specific supporting source) | 21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:peds-iv-fluids,Pediatric IV fluids — maintenance and resuscitation,reference,391,Source locator review: openrn_pharm_peds: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cam-icu-delirium,CAM-ICU — Delirium screening,reference,393,Source locator review: openrn_icu: search URL (needs a specific supporting source) | 7 blocks without attached citation IDs,Not adjudicated
2,reference:maternal-fetal-monitoring,Intrapartum fetal heart rate monitoring,reference,394,16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:anticoagulation-teaching,Anticoagulation patient teaching,reference,395,Source locator review: openrn_medsurg: search URL (needs a specific supporting source) | 5 blocks without attached citation IDs,Not adjudicated
2,reference:discharge-teaching-framework,Discharge teaching framework,reference,395,Source locator review: openrn_teaching: search URL (needs a specific supporting source) | 5 blocks without attached citation IDs,Not adjudicated
2,reference:post-op-assessment,Post-op assessment,reference,395,Source locator review: openrn_medsurg: search URL (needs a specific supporting source) | 9 blocks without attached citation IDs,Not adjudicated
2,reference:copd-discharge-teaching,COPD discharge teaching,reference,396,Source locator review: openrn_teaching: search URL (needs a specific supporting source) | 7 blocks without attached citation IDs,Not adjudicated
2,reference:stress-dose-steroid,Adrenal insufficiency stress-dose steroid reference,reference,397,Source locator review: openrn_ha_round13_proc: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:wound-care-pressure,Pressure injury staging + wound care,reference,399,6 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:c-ssrs-overview,Columbia C-SSRS overview,reference,400,Source locator review: columbia_concept_round5: site root (needs claim-level source review); openrn_mh_round5_proc: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs,Not adjudicated
2,reference:therapeutic-diets,Therapeutic diets,reference,400,23 blocks without attached citation IDs,Not adjudicated
2,reference:abcdef-bundle,ABCDEF (ICU Liberation) bundle,reference,407,6 blocks without attached citation IDs,Not adjudicated
2,reference:toxidromes-recognition,Toxidromes recognition reference,reference,408,Source locator review: openrn_ha_round10_proc: search URL (needs a specific supporting source) | 28 blocks without attached citation IDs,Not adjudicated
2,reference:targeted-temperature-management,Targeted temperature management (TTM) post-arrest,reference,409,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:oxytocin-ob-protocols,Oxytocin (Pitocin) — OB protocols,reference,414,Source locator review: openrn_ob_drugs: search URL (needs a specific supporting source) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:transfusion-reaction-protocol,Transfusion reaction recognition + management,reference,414,12 blocks without attached citation IDs,Not adjudicated
2,reference:death-pronouncement,Death pronouncement and bereavement support,reference,424,Source locator review: openrn_ha_round11_proc: search URL (needs a specific supporting source) | 17 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:anemia-of-pregnancy,Anemia of pregnancy — workup + management,reference,425,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:lochia-perineum-reference,Lochia and perineal healing (postpartum),reference,426,Source locator review: openrn_ha_round9_proc: search URL (needs a specific supporting source) | 18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:peds-analgesic-dosing,Pediatric analgesia & antipyretic dosing,reference,427,Source locator review: openrn_pharm_peds: search URL (needs a specific supporting source) | 16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:stages-of-labor,Stages of labor and cardinal movements,reference,428,Source locator review: openrn_ha_round9_proc: search URL (needs a specific supporting source) | 21 blocks without attached citation IDs,Not adjudicated
2,reference:cdc-sti-guidelines-summary,CDC STI Treatment Guidelines summary,reference,436,Source locator review: openrn_ha_round10_proc: search URL (needs a specific supporting source) | 22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:npiap-pressure-injury-staging,NPIAP pressure injury staging,reference,436,Source locator review: openrn_ha_round7_proc: search URL (needs a specific supporting source) | 20 blocks without attached citation IDs,Not adjudicated
2,reference:ngn-item-examples,Next Generation NCLEX (NGN) item formats,reference,438,Source locator review: openrn_ha_round12_proc: search URL (needs a specific supporting source) | 21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:antidote-quick-reference,Toxicology antidote quick reference,reference,439,22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:wound-care-fundamentals,Wound assessment and care,reference,439,Source locator review: openrn_medsurg: search URL (needs a specific supporting source) | 17 blocks without attached citation IDs,Not adjudicated
2,reference:diabetes-self-management-teaching,Diabetes self-management teaching,reference,441,Source locator review: openrn_teaching: search URL (needs a specific supporting source) | 10 blocks without attached citation IDs,Not adjudicated
2,reference:advance-directives-polst,Advance directives + POLST overview,reference,442,Source locator review: openrn_ha_round11_proc: search URL (needs a specific supporting source) | 20 blocks without attached citation IDs,Not adjudicated
2,reference:common-antidotes,Common antidotes reference,reference,444,Source locator review: openrn_skills_round3: search URL (needs a specific supporting source) | 33 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:uterotonic-ladder,Postpartum uterotonic ladder,reference,444,Source locator review: openrn_ob_drugs: search URL (needs a specific supporting source) | 18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:menopause-hrt,Menopause + hormone therapy decision making,reference,447,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:stopp-start,STOPP/START criteria for prescribing in older adults,reference,450,20 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:chemo-administration-safety,Chemotherapy administration safety,reference,453,Source locator review: openrn_ha_round12_proc: search URL (needs a specific supporting source) | 23 blocks without attached citation IDs,Not adjudicated
2,reference:mechanical-ventilation-basics,Mechanical ventilation basics,reference,453,Source locator review: openrn_icu: search URL (needs a specific supporting source) | 16 blocks without attached citation IDs,Not adjudicated
2,reference:prenatal-genetic-screening,Prenatal genetic screening + diagnosis,reference,454,13 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:eol-comfort-care,End-of-life comfort care reference,reference,458,Source locator review: openrn_ha_round11_proc: search URL (needs a specific supporting source) | 23 blocks without attached citation IDs,Not adjudicated
2,reference:beta-safer-deescalation,BETA / SAFER de-escalation framework,reference,459,Source locator review: openrn_ha_round13_proc: search URL (needs a specific supporting source) | 20 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:asthma-step-therapy,Asthma stepwise therapy (GINA 2026),reference,461,17 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:dysrhythmia-identification,Dysrhythmia identification reference,reference,461,Source locator review: openrn_ha_round11_proc: search URL (needs a specific supporting source) | 22 blocks without attached citation IDs,Not adjudicated
2,reference:percutaneous-vad-impella,Percutaneous ventricular assist devices (Impella),reference,461,4 blocks without attached citation IDs,Not adjudicated
2,reference:crash-cart-contents,Crash cart contents,reference,462,Source locator review: openrn_skills_round3: search URL (needs a specific supporting source); aha_round3: site root (needs claim-level source review) | 43 blocks without attached citation IDs,Not adjudicated
2,reference:nicu-first-day-meds,NICU first-day medications,reference,463,Source locator review: aap_neonatal_general: site root (needs claim-level source review); openrn_pharm_peds: search URL (needs a specific supporting source) | 23 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:peds-antibiotic-reference,Pediatric antibiotic dosing reference,reference,463,Source locator review: openrn_pharm_peds: search URL (needs a specific supporting source) | 26 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:red-eye-differential,Red eye differential + when to refer ophthalmology,reference,464,11 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:vasopressor-selection,Vasopressor + inotrope selection,reference,473,13 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:trauma-team-activation-criteria,Trauma team activation criteria,reference,475,Source locator review: cdc_cc36c: site root (needs claim-level source review) | 13 blocks without attached citation IDs,Not adjudicated
2,reference:syncope-evaluation,Syncope evaluation,reference,477,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 10 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:external-ventricular-drain,External ventricular drain (EVD),reference,478,Source locator review: openrn_skills: search URL (needs a specific supporting source) | 10 blocks without attached citation IDs,Not adjudicated
2,reference:blood-transfusion-administration,Blood transfusion administration,reference,480,Source locator review: aabb_transfusion_general: site root (needs claim-level source review); openrn_medsurg: search URL (needs a specific supporting source) | 12 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:autoimmune-hepatobiliary,Autoimmune hepatobiliary disease overview,reference,481,6 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cancer-screening-bundle,Cancer screening bundle (USPSTF + ACS),reference,485,23 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:allergic-rhinitis-management,Allergic rhinitis stepwise management,reference,491,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:dyspnea-evaluation,Dyspnea / shortness of breath evaluation,reference,494,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 15 blocks without attached citation IDs,Not adjudicated
2,reference:sti-treatment-bundle,STI screening + treatment bundle (CDC 2021),reference,496,15 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:altered-mental-status-evaluation,Altered mental status (AMS) evaluation,reference,499,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 13 blocks without attached citation IDs,Not adjudicated
2,reference:arterial-line-management,Arterial line management,reference,514,Source locator review: openrn_skills: search URL (needs a specific supporting source) | 10 blocks without attached citation IDs,Not adjudicated
2,reference:iabp-care,Intra-aortic balloon pump (IABP),reference,514,Source locator review: mcs_iabp_physiology: site root (needs claim-level source review) | 6 blocks without attached citation IDs,Not adjudicated
2,reference:wound-dressing-selection,Wound dressing selection guide,reference,516,10 blocks without attached citation IDs,Not adjudicated
2,reference:vasculitis-classification,Vasculitis classification (Chapel Hill 2012 consensus),reference,517,21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:sentinel-never-events-reference,Sentinel events + never events,reference,525,Source locator review: cdc_lpr_round35: site root (needs claim-level source review); specialty_lpr_round35: site root (needs claim-level source review) | 21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:biologic-safety-monitoring,Biologic + DMARD safety monitoring,reference,533,15 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:end-of-life-symptom-management,End-of-life symptom management,reference,533,10 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:acute-confusion-delirium-evaluation,Delirium evaluation (CAM),reference,534,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 13 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:central-venous-catheter,Central venous catheters (CVC),reference,539,Source locator review: openrn_skills: search URL (needs a specific supporting source) | 8 blocks without attached citation IDs,Not adjudicated
2,reference:chest-pain-evaluation,Chest pain evaluation,reference,548,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 14 blocks without attached citation IDs,Not adjudicated
2,reference:opioid-conversion,Opioid conversion + equianalgesic dosing,reference,548,17 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:regional-anesthesia-epidural-reference,Regional anesthesia + epidural reference,reference,549,Source locator review: cdc_p37b: site root (needs claim-level source review); specialty_p37b: site root (needs claim-level source review) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:autoimmune-disease-screening,Autoimmune disease screening + workup approach,reference,550,22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:delegation-scope-of-practice,Delegation + scope of practice,reference,555,Source locator review: cdc_lpr_round34: site root (needs claim-level source review); specialty_lpr_round34: site root (needs claim-level source review) | 9 blocks without attached citation IDs,Not adjudicated
2,reference:pediatric-pain-scales,Pediatric pain assessment scales (by age),reference,560,6 blocks without attached citation IDs,Not adjudicated
2,reference:pediatric-developmental-milestones,Pediatric developmental milestones,reference,562,40 blocks without attached citation IDs,Not adjudicated
2,reference:transfusion-reaction-types-management,Transfusion reactions — types + management,reference,567,13 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:abdominal-pain-evaluation,Abdominal pain evaluation,reference,570,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 17 blocks without attached citation IDs,Not adjudicated
2,reference:dizziness-vertigo-evaluation,Dizziness / vertigo evaluation,reference,574,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 17 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:weakness-evaluation,Weakness evaluation,reference,574,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:esi-emergency-severity-index,ESI (Emergency Severity Index) triage,reference,577,Source locator review: cdc_cc36c: site root (needs claim-level source review) | 15 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:anticoagulation-reversal-strategies,Anticoagulation reversal strategies,reference,578,19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:informed-consent-framework,Informed consent,reference,579,Source locator review: cdc_lpr_round34: site root (needs claim-level source review); specialty_lpr_round34: site root (needs claim-level source review) | 16 blocks without attached citation IDs,Not adjudicated
2,reference:chest-tube-drainage,Chest tube drainage system,reference,580,Source locator review: openrn_skills: search URL (needs a specific supporting source) | 12 blocks without attached citation IDs,Not adjudicated
2,reference:cirrhosis-complications-management,Cirrhosis complications management,reference,595,26 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:fever-evaluation-adult,Fever evaluation (adult),reference,599,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:acute-back-pain-evaluation,Acute back pain evaluation,reference,600,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:pulmonary-hypertension-classification,Pulmonary hypertension classification (WHO Groups 1-5),reference,600,18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:labor-progress-stages,Stages of labor — expected progression,reference,602,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cdc-milestone-checklist,CDC developmental milestones (Learn the Signs. Act Early.),reference,607,11 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cf-pulmonary-care,Cystic fibrosis pulmonary care,reference,611,29 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:headache-evaluation,Headache evaluation,reference,611,Source locator review: cdc_cc36a: site root (needs claim-level source review); specialty_cc36a: site root (needs claim-level source review) | 22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:car-seat-safety,Car seat + child passenger safety (CPS),reference,620,15 blocks without attached citation IDs,Not adjudicated
2,reference:chronic-pain-management-framework,Chronic pain management framework,reference,622,Source locator review: cdc_p37b: site root (needs claim-level source review); specialty_p37b: site root (needs claim-level source review) | 18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:epistaxis-evaluation,Epistaxis evaluation + control,reference,624,Source locator review: cdc_cc36c: site root (needs claim-level source review) | 16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:neuroendocrine-tumor-classification,Neuroendocrine tumor (NET) classification + management,reference,624,27 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:patient-bill-of-rights,Patient rights + informed refusal,reference,628,Source locator review: cdc_lpr_round35: site root (needs claim-level source review); specialty_lpr_round35: site root (needs claim-level source review) | 13 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:nursing-ethics-framework,Nursing ethics framework,reference,631,Source locator review: cdc_lpr_round34: site root (needs claim-level source review); specialty_lpr_round34: site root (needs claim-level source review) | 11 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:opportunistic-infection-prophylaxis,HIV opportunistic infection prophylaxis,reference,636,26 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:incident-reporting-just-culture,Incident reporting + just culture,reference,642,Source locator review: cdc_lpr_round35: site root (needs claim-level source review); specialty_lpr_round35: site root (needs claim-level source review) | 10 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:non-pharmacologic-pain-management,Non-pharmacologic pain management,reference,643,Source locator review: cdc_p37b: site root (needs claim-level source review); specialty_p37b: site root (needs claim-level source review) | 21 blocks without attached citation IDs,Not adjudicated
2,reference:acute-vision-loss-evaluation,Acute vision loss evaluation,reference,647,Source locator review: cdc_cc36c: site root (needs claim-level source review) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:opioid-tapering-protocol,Opioid tapering protocol,reference,649,Source locator review: cdc_p37b: site root (needs claim-level source review); specialty_p37b: site root (needs claim-level source review) | 18 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:vomiting-acute-evaluation,Acute vomiting evaluation,reference,651,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 27 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:ards-management-protocol,ARDS management protocol,reference,661,28 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:hipaa-privacy-rule-framework,HIPAA + patient confidentiality,reference,663,Source locator review: cdc_lpr_round35: site root (needs claim-level source review); specialty_lpr_round35: site root (needs claim-level source review) | 14 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:diarrhea-acute-evaluation,Acute diarrhea evaluation,reference,672,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 25 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:pediatric-pain-management,Pediatric pain management,reference,674,Source locator review: cdc_p37b: site root (needs claim-level source review); specialty_p37b: site root (needs claim-level source review) | 19 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:antifungal-classes,Antifungal classes + spectra + indications,reference,676,22 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:ms-dmt-selection,MS disease-modifying therapy (DMT) selection,reference,676,Source locator review: cdc_pr_round31: site root (needs claim-level source review) | 21 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:burn-evaluation,Burn evaluation + Parkland formula,reference,680,Source locator review: cdc_cc36c: site root (needs claim-level source review) | 31 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:lipid-panel-interpretation,Lipid panel interpretation,reference,686,Source locator review: cdc_li39a: site root (needs claim-level source review); specialty_li39a: site root (needs claim-level source review) | 31 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:cushing-workup,Cushing syndrome workup algorithm,reference,687,16 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:mandatory-reporting-framework,Mandatory reporting framework,reference,691,Source locator review: cdc_lpr_round35: site root (needs claim-level source review); specialty_lpr_round35: site root (needs claim-level source review) | 20 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,reference:coagulation-panel-interpretation,Coagulation panel interpretation,reference,692,Source locator review: cdc_li39a: site root (needs claim-level source review); specialty_li39a: site root (needs claim-level source review) | 20 blocks without attached citation IDs,Not adjudicated
2,reference:rash-evaluation,Rash evaluation,reference,693,Source locator review: cdc_cc36b: site root (needs claim-level source review); specialty_cc36b: site root (needs claim-level source review) | 26 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
